,File,bodyLength,bscr,dse,dsr,entropy,ext,hasHttp,hasHttps,has_ip,numDigits,numImages,numLinks,numParams,numTitles,num_%20,num_@,sbr,scriptLength,specialChars,sscr,urlIsLive,urlLength
0,spam_dataset,31,0.06451612903225806,0,0,-4.708307065620166,uk,True,False,0,27,1,0,0,0,0,0,0.0,0,2,0.0,False,81
1,spam_dataset,64790,0.30605031640685293,0,0,-4.576881641268984,html,True,False,0,12,6,183,0,19,0,0,0.9237999691310388,59853,19829,3.0184578143123706,False,58
2,spam_dataset,757,0.1955085865257596,0,0,-4.205536075989825,html,True,False,0,0,6,8,0,1,0,0,0.0,0,148,0.0,False,46
3,spam_dataset,266310,0.23091509894483872,0,0,-4.550931304471528,html,True,False,0,13,3,831,0,648,0,0,0.31264691524914573,83261,61495,1.3539474754045044,False,52
4,spam_dataset,40,0.2,0,0,-4.689335780765781,php?cPath=193_195_197&products_id=1395&op=list,True,False,0,14,0,0,2,1,0,0,0.0,0,8,0.0,False,83
5,spam_dataset,377,0.20689655172413793,0,0,-5.3714217439826495,uk,True,False,0,63,2,2,8,0,0,0,0.0,0,78,0.0,False,235
6,spam_dataset,0,0.0,0,0,-5.102677963340913,csp?CSPCHD=00000001000131195zdw003644186322,True,False,0,33,0,0,2,0,0,0,0.0,0,0,0.0,False,146
7,spam_dataset,81524,0.28406358863647513,0,0,-4.500377547641746,html,True,False,0,12,43,301,0,78,0,0,0.7315269123202983,59637,23158,2.575222385352794,False,51
8,spam_dataset,40,0.2,0,0,-4.688377673022972,php?cPath=147&products_id=770&op=list&action=buy_now,True,False,0,7,0,0,3,1,0,0,0.0,0,8,0.0,False,89
9,spam_dataset,0,0.0,0,0,-5.067487423945797,csp?cat=AK&header=Kitchen%20and%20Homewares&CSPCHD=0000000100012r54U7ym003666612431,True,False,0,37,0,0,4,0,2,0,0.0,0,0,0.0,False,187
10,spam_dataset,0,0.0,0,0,-4.478316853869297,htm,True,False,0,7,0,0,0,0,0,0,0.0,0,0,0.0,False,70
11,spam_dataset,0,0.0,0,0,-3.9764097655573916,hti,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,32
