,entropy,numDigits,urlLength,numParams,hasHttp,hasHttps,urlIsLive,bodyLength,numTitles,numImages,numLinks,scriptLength,specialChars,ext,dsr,dse,sscr,sbr,bscr,num_%20,num_@,has_ip,File
0,-4.464170406908788,8,84,0,True,False,False,192555,1,1,4,191005,57039,com,5820,387,3.3486737144760603,0.9919503518475241,0.296221858689725,0,0,0,Benign_list_big_final
1,-4.744627461617234,3,102,0,False,True,False,279,1,0,0,0,41,5,6539,2957,0.0,0.0,0.14695340501792115,0,0,0,Benign_list_big_final
2,-4.386892156900726,6,98,0,True,False,False,4565,5,0,1,2859,975,ua,0,0,2.9323076923076923,0.6262869660460022,0.21358159912376778,0,0,0,Benign_list_big_final
3,-5.029501911147184,39,132,0,True,False,False,3301,0,0,0,3301,1146,yify,0,0,2.880453752181501,1.0,0.34716752499242653,0,0,0,Benign_list_big_final
4,-4.361870732973893,33,160,0,True,False,False,35943,55,45,284,24894,8662,ua,0,0,2.8739321172939274,0.692596611301227,0.24099268285897116,0,0,0,Benign_list_big_final
5,-4.560525755543262,4,100,0,True,False,False,0,0,0,0,0,0,html,0,0,0.0,0.0,0.0,0,0,0,Benign_list_big_final
6,-4.569677915597421,21,101,0,True,False,False,128,1,0,0,0,21,pk,0,0,0.0,0.0,0.1640625,0,0,0,Benign_list_big_final
7,-4.144516439164766,1,92,0,True,False,False,20355,0,8,30,18897,5275,ro,0,0,3.5823696682464456,0.9283714075165806,0.25915008597396216,0,0,0,Benign_list_big_final
8,-4.355714281106612,6,83,0,True,False,False,29371,17,11,281,19251,7104,com,4447,300,2.7098817567567566,0.6554424432263116,0.24187123352967213,0,0,0,Benign_list_big_final
9,-4.440680962933661,7,111,0,True,False,False,172732,4,16,95,94416,43346,com,9783,3364,2.1781940663498363,0.5466039876803371,0.25094365838408633,0,0,0,Benign_list_big_final
10,-3.6348442923939706,78,238,0,True,False,False,71,1,0,0,0,14,net,2982,304,0.0,0.0,0.19718309859154928,0,0,0,Benign_list_big_final
11,-4.147977875617816,0,87,0,True,False,False,37,1,0,0,0,4,html,3853,164,0.0,0.0,0.10810810810810811,0,0,0,Benign_list_big_final
12,-4.591940614854036,5,112,8,True,False,False,0,1,0,0,0,0,php?board=musicvideo&bm=view&no=2491&category=&auth=&page=1&search=&keyword=&recom=,1381,79,0.0,0.0,0.0,0,0,0,Benign_list_big_final
13,-4.209071951653288,0,128,0,True,False,False,25885,8,60,326,16705,6711,com,6938,731,2.4891968410073013,0.6453544523855514,0.25926212091945144,0,0,0,Benign_list_big_final
14,-4.5087638355923625,4,95,0,True,False,False,3161,9,1,88,1712,759,org,10890,2623,2.2555994729907773,0.5416007592534008,0.24011388801012337,0,0,0,Benign_list_big_final
15,-3.5735714786908654,100,304,0,True,False,False,71,1,0,0,0,14,net,2982,304,0.0,0.0,0.19718309859154928,0,0,0,Benign_list_big_final
16,-4.254322478562171,1,122,0,True,False,False,21321,0,1,30,19968,5369,pl,0,0,3.719128329297821,0.9365414380188547,0.25181745696730923,0,0,0,Benign_list_big_final
17,-4.272761714756053,5,103,0,True,False,False,37,1,0,0,0,4,html,3853,164,0.0,0.0,0.10810810810810811,0,0,0,Benign_list_big_final
18,-4.402950132324645,6,84,0,True,False,False,16081,1,9,35,11565,4136,com,10092,1594,2.7961798839458414,0.7191716933026553,0.2571979354517754,0,0,0,Benign_list_big_final
19,-4.932987806441544,28,123,4,True,False,False,0,0,0,0,0,0,jsp?l_code=2106700000&Area=tooth&FTOOTH=21&mdiv=1000900000-bt_5_023_05&ctype=B,0,0,0.0,0.0,0.0,0,0,0,Benign_list_big_final
20,-4.393771875448323,0,87,0,True,False,False,0,0,0,0,0,0,com,6176,32,0.0,0.0,0.0,0,0,0,Benign_list_big_final
21,-4.94747618906706,35,141,0,True,False,False,3301,0,0,0,3301,1146,mkv,0,0,2.880453752181501,1.0,0.34716752499242653,0,0,0,Benign_list_big_final
22,-4.169621729241244,0,98,0,True,False,False,255598,1,9,132,1906,75180,com,4061,320,0.02535248736366055,0.007457022355417491,0.2941337569151558,0,0,0,Benign_list_big_final
23,-4.906771070412004,27,149,0,True,False,False,3301,0,0,0,3301,1146,zone,0,0,2.880453752181501,1.0,0.34716752499242653,0,0,0,Benign_list_big_final
24,-4.547357163255534,8,89,0,False,True,False,35346,28,10,168,13239,7661,com,7902,498,1.728103380759692,0.3745544050246138,0.21674305437673286,0,0,0,Benign_list_big_final
25,-3.759970398339496,32,117,0,True,False,False,0,0,0,0,0,0,ru,0,0,0.0,0.0,0.0,2,0,0,Benign_list_big_final
26,-4.502556264512453,7,83,0,True,False,False,17216,1,9,51,13681,4625,com,3549,1564,2.958054054054054,0.794667750929368,0.26864544609665425,0,0,0,Benign_list_big_final
27,-3.859665484132538,81,207,0,True,False,False,6535,2,2,29,5902,1780,com,4553,0,3.3157303370786515,0.9031369548584545,0.2723794950267789,0,0,0,Benign_list_big_final
28,-4.23583393351164,0,106,0,True,False,False,259306,1,9,129,1909,75878,com,4061,320,0.025158807559503414,0.007361958458346509,0.2926195305931988,0,0,0,Benign_list_big_final
29,-4.432822620415993,8,131,0,True,False,False,170,2,0,0,0,29,js,0,0,0.0,0.0,0.17058823529411765,0,0,0,Benign_list_big_final
30,-4.692319882233901,19,96,0,True,False,False,2936,4,4,69,1947,797,net,7424,610,2.4429109159347555,0.6631471389645777,0.27145776566757496,0,0,0,Benign_list_big_final
31,-4.416559212911626,6,129,0,True,False,False,33,1,0,0,0,4,com,3757,0,0.0,0.0,0.12121212121212122,0,0,0,Benign_list_big_final
32,-5.0909182513783495,8,172,1,True,False,False,49862,38,24,994,20745,11977,net,7954,1177,1.7320698004508641,0.41604829328947895,0.2402029601700694,0,0,0,Benign_list_big_final
33,-4.070711398873844,1,125,0,True,False,False,0,0,0,0,0,0,id,0,0,0.0,0.0,0.0,0,0,0,Benign_list_big_final
34,-4.264907863335752,2,108,0,True,False,False,0,0,0,0,0,0,com,6176,32,0.0,0.0,0.0,0,0,0,Benign_list_big_final
35,-4.660265347333759,16,108,0,True,False,False,211,1,0,0,0,44,torrent,3819,928,0.0,0.0,0.20853080568720378,0,0,0,Benign_list_big_final
36,-3.9816942807864133,61,202,0,True,False,False,282399,11,12,76,277953,2462,net,9027,1198,112.89723801787164,0.9842563181880956,0.008718161183290309,0,0,0,Benign_list_big_final
37,-4.490596537828768,10,92,0,True,False,False,8292,4,1,9,722,2549,com,5782,1887,0.28324833267948213,0.08707187650747708,0.3074047274481428,0,0,0,Benign_list_big_final
38,-4.444235778041004,0,87,0,True,False,False,149,1,0,0,0,25,html,6272,299,0.0,0.0,0.16778523489932887,0,0,0,Benign_list_big_final
39,-4.472535293671345,6,117,0,True,False,False,46671,1,2,62,18486,11528,com,8090,1406,1.6035739070090216,0.39609179147650575,0.24700563519101798,0,0,0,Benign_list_big_final
40,-4.934507742105682,31,93,1,True,False,False,281,0,0,0,142,74,php?item=5269549418&sh_dwh_token=d0b6dd74a8394345128e20d296cb1c5e,0,0,1.9189189189189189,0.505338078291815,0.26334519572953735,0,0,0,Benign_list_big_final
41,-4.282974222485297,0,137,0,True,False,False,335,0,0,0,320,53,aspx,0,0,6.037735849056604,0.9552238805970149,0.1582089552238806,0,0,0,Benign_list_big_final
42,-4.974999768278955,41,155,0,True,False,False,3301,0,0,0,3301,1146,ig,0,0,2.880453752181501,1.0,0.34716752499242653,0,0,0,Benign_list_big_final
43,-4.939168063865694,28,86,0,True,False,False,249150,1,77,190,239356,56389,com,9148,348,4.244728581815602,0.9606903471804134,0.22632550672285773,0,0,0,Benign_list_big_final
44,-3.989120027322967,0,96,0,True,False,False,37,1,0,0,0,4,html,3853,164,0.0,0.0,0.10810810810810811,0,0,0,Benign_list_big_final
45,-4.608755282232926,5,171,11,True,False,False,103344,18,9,302,83817,27798,net,5374,104,3.0152169220807252,0.8110485369252206,0.2689851370181143,0,0,0,Benign_list_big_final
46,-4.507083086120979,12,105,0,True,False,False,49866,17,19,74,34363,12940,com,10092,1594,2.655564142194745,0.6891068062407252,0.2594954478001043,0,0,0,Benign_list_big_final
47,-4.567382431473271,8,109,0,False,True,False,58212,53,30,276,23941,13614,com,7902,498,1.7585573674158954,0.41127258984401843,0.23386930529787672,0,0,0,Benign_list_big_final
48,-4.4350779449130755,20,87,0,True,False,False,26889,1,11,24,12438,7256,com,3031,255,1.714167585446527,0.4625683364944773,0.26985012458626206,0,0,0,Benign_list_big_final
