,File,bodyLength,bscr,dse,dsr,entropy,ext,hasHttp,hasHttps,has_ip,numDigits,numImages,numLinks,numParams,numTitles,num_%20,num_@,sbr,scriptLength,specialChars,sscr,urlIsLive,urlLength
0,Defacement,52,0.1346153846153846,0,0,-4.280120277605719,html,True,False,0,0,0,0,0,0,0,0,0.0,0,7,0.0,False,43
1,Defacement,4481,0.2171390314661906,0,0,-4.379664004902593,com,True,False,0,0,0,2,0,5,0,0,0.6116938183441196,2741,973,2.817060637204522,False,44
2,Defacement,5917,0.27513942876457664,0,0,-4.729491989860273,tpl&product_id=17&option=com_virtuemart&Itemid=54,True,False,0,5,1,15,5,6,0,0,0.7578164610444482,4484,1628,2.7542997542997543,False,144
3,Defacement,6494,0.16892516168771174,0,0,-4.6391597888860945,php?option=com_content&view=article&id=54&Itemid=69,True,False,0,4,2,4,3,0,0,0,0.0,0,1097,0.0,False,95
4,Defacement,147,0.19727891156462585,0,0,-4.539251590144323,php?option=com_content&view=article&id=62&Itemid=81,True,False,0,4,0,0,3,1,0,0,0.0,0,29,0.0,False,81
5,Defacement,33,0.18181818181818182,0,0,-4.617714290463267,browse&category_id=15,True,False,0,2,0,0,1,1,0,0,0.0,0,6,0.0,False,88
6,Defacement,0,0.0,0,0,-4.409537379451365,php,True,False,0,6,0,0,0,0,0,0,0.0,0,0,0.0,False,53
7,Defacement,0,0.0,0,0,-4.097906255195964,html,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,43
8,Defacement,0,0.0,0,0,-4.700770074339737,php?view=article&id=70:cla-1000-acido-linoleico-conjugado&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=86,True,False,0,9,0,0,7,0,0,0,0.0,0,0,0.0,False,167
9,Defacement,378,0.30687830687830686,0,0,-3.7395722619867233,txt,True,False,0,0,0,0,0,0,0,0,0.4947089947089947,187,116,1.6120689655172413,False,30
10,Defacement,0,0.0,0,0,-4.60707727027402,html?p=160&replytocom=11,True,False,0,5,0,0,1,0,0,0,0.0,0,0,0.0,False,59
11,Defacement,0,0.0,0,0,-4.702456654541047,asp?id=20&readmode=art,True,False,0,2,0,0,1,0,0,0,0.0,0,0,0.0,False,56
12,Defacement,0,0.0,0,0,-4.880910420676111,php?option=com_fwgallery&view=image&id=294:10&Itemid=7,True,False,0,6,0,0,3,0,0,0,0.0,0,0,0.0,False,88
13,Defacement,1929,0.29808190772420945,0,0,-4.607532692490732,php?option=com_content&view=article&id=89&Itemid=154,True,False,0,5,0,0,3,0,0,0,0.0,0,575,0.0,False,83
14,Defacement,0,0.0,0,0,-3.9580853183595894,php,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,45
15,Defacement,228,0.14912280701754385,0,0,-4.626026400312221,php?option=com_acymailing&view=lists&Itemid=86,True,False,0,2,0,0,2,1,0,0,0.0,0,34,0.0,False,79
16,Defacement,0,0.0,0,0,-4.741414243084604,php?view=article&catid=48:nieuws&id=256:nieuwjaarsborrel-en-jubilarissen&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=62,True,False,0,8,0,0,8,0,0,0,0.0,0,0,0.0,False,182
17,Defacement,0,0.0,0,0,-4.635728674998724,php?option=com_sobi2&catid=254&Itemid=73,True,False,0,6,0,0,2,0,0,0,0.0,0,0,0.0,False,69
18,Defacement,427,0.1592505854800937,0,0,-4.064338937154248,jpg,True,False,0,0,0,1,0,1,0,0,0.0,0,68,0.0,False,44
19,Defacement,30025,0.28233139050791006,0,0,-4.524791291444591,php?option=com_content&view=article&id=47&Itemid=131,True,False,0,5,14,60,3,47,0,0,0.6824979184013322,20492,8477,2.4173646337147576,False,90
20,Defacement,0,0.0,0,0,-4.710141040728366,php?option=com_sobi2&catid=12&Itemid=2&el_mcal_month=1&el_mcal_year=2013,True,False,0,9,0,0,4,0,0,0,0.0,0,0,0.0,False,100
21,Defacement,0,0.0,0,0,-4.490435602335864,php,True,False,0,1,0,0,2,0,0,0,0.0,0,0,0.0,False,88
22,Defacement,16959,0.24759714605814023,0,0,-4.622469569969619,php?Itemid=8&option=com_zoo&view=item&category_id=17&item_id=176,True,False,0,6,18,65,4,5,0,0,0.46618314759124946,7906,4199,1.8828292450583473,False,93
23,Defacement,339,0.2182890855457227,0,0,-4.735715668711311,php?view=category&catid=66&option=com_joomgallery&Itemid=23,True,False,0,4,0,1,3,1,0,0,0.22123893805309736,75,74,1.0135135135135136,False,90
24,Defacement,2174,0.2203311867525299,0,0,-4.7520446178199425,php?option=com_content&view=article&id=117:lcdlc1-3&catid=54:serie-tv&Itemid=60,True,False,0,9,1,7,4,7,0,0,0.19641214351425942,427,479,0.8914405010438413,False,118
25,Defacement,0,0.0,0,0,-4.693997000043079,php?option=com_ckforms&view=ckforms&id=3&Itemid=93,True,False,0,3,0,0,3,0,0,0,0.0,0,0,0.0,False,88
26,Defacement,0,0.0,0,0,-4.562365029830796,au,True,False,0,0,0,0,1,0,0,0,0.0,0,0,0.0,False,53
27,Defacement,37,0.10810810810810811,0,0,-3.921721231045239,html,True,False,0,0,0,0,0,1,0,0,0.0,0,4,0.0,False,35
28,Defacement,71,0.19718309859154928,0,0,-4.0836775326259485,html,True,False,0,0,0,0,0,1,0,0,0.0,0,14,0.0,False,59
29,Defacement,0,0.0,0,0,-4.89154003644366,png&valign=pafkata,True,False,0,11,0,0,6,0,0,0,0.0,0,0,0.0,False,246
30,Defacement,0,0.0,0,0,-4.265969382614097,html,True,False,0,6,0,0,0,0,0,0,0.0,0,0,0.0,False,41
31,Defacement,2743,0.24389354721108275,0,0,-4.691236530534322,U,True,False,0,1,4,66,0,6,0,0,0.5614290922347794,1540,669,2.301943198804185,False,81
32,Defacement,1614,0.22428748451053285,0,0,-4.505785496457416,php?option=com_contact&view=contact&id=1&Itemid=54,True,False,0,3,11,27,3,3,0,0,0.2558859975216852,413,362,1.1408839779005524,False,85
33,Defacement,7887,0.197540256117662,0,0,-4.671105503042218,php?view=article&catid=27:uvodnaakcie&id=63:freund&tmpl=component&print=1&layout=default&page=,True,False,0,5,76,127,6,42,0,0,0.15443134271586154,1218,1558,0.7817715019255456,False,117
34,Defacement,85,0.18823529411764706,0,0,-4.379947500855016,php,True,False,0,5,0,0,0,2,0,0,0.0,0,16,0.0,False,104
35,Defacement,0,0.0,0,0,-4.758374149609582,php?view=article&catid=37:adamus&id=98:201004-wellen-des-bewusstseins&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=90,True,False,0,13,0,0,8,0,0,0,0.0,0,0,0.0,False,177
36,Defacement,0,0.0,0,0,-4.44246237538658,gif\\\,True,False,0,6,0,0,0,0,0,0,0.0,0,0,0.0,False,144
37,Defacement,464,0.09267241379310345,0,0,-4.730488359150122,php?option=com_content&view=category&layout=blog&id=7&Itemid=23&limitstart=18,True,False,0,5,0,0,5,0,0,0,0.9762931034482759,453,43,10.534883720930232,False,109
38,Defacement,0,0.0,0,0,-4.485569402654416,php?option=com_content&view=article&id=3&Itemid=3,True,False,0,2,0,0,3,0,0,0,0.0,0,0,0.0,False,83
39,Defacement,2672,0.24738023952095808,0,0,-4.781288461625392,php?option=com_joomgallery&func=viewcategory&catid=9&startpage=4&Itemid=56,True,False,0,4,0,4,4,1,0,0,0.0,0,661,0.0,False,108
40,Defacement,0,0.0,0,0,-4.118453957701921,php,True,False,0,3,0,0,0,0,0,0,0.0,0,0,0.0,False,80
41,Defacement,6421,0.16866531692882727,0,0,-4.380094336283331,php?format=feed&type=rss,True,False,0,0,2,2,1,0,0,0,0.0,0,1083,0.0,False,54
42,Defacement,0,0.0,0,0,-4.601431000727773,php?option=com_content&view=article&id=66:ano-neutro-2012-una-campana-sin-el-nino-&catid=2:principal&Itemid=13,True,False,0,9,0,0,4,0,0,0,0.0,0,0,0.0,False,151
43,Defacement,6372,0.27887633396107975,0,0,-4.3984990378748865,php,True,False,0,2,0,1,0,3,0,0,0.051789077212806026,330,1777,0.18570624648283623,False,60
44,Defacement,3036,0.2740447957839262,0,0,-4.756953718137858,html?vsig4_0=18&vsig4_1=4,True,False,0,7,425,452,1,1,0,0,0.8096179183135704,2458,832,2.954326923076923,False,69
45,Defacement,198,0.16666666666666666,0,0,-4.295105242192856,listevents,True,False,0,8,0,0,0,1,0,0,0.0,0,33,0.0,False,70
46,Defacement,0,0.0,0,0,-4.562022278619956,html?tmpl=component,True,False,0,6,0,0,0,0,0,0,0.0,0,0,0.0,False,75
47,Defacement,0,0.0,0,0,-4.049466519752536,com,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,51
48,Defacement,33,0.12121212121212122,0,0,-4.453938214467794,php?option=com_contact&view=contact&id=1&Itemid=76,True,False,0,3,0,0,3,1,0,0,0.0,0,4,0.0,False,80
49,Defacement,158,0.17088607594936708,0,0,-4.532991098796851,php,True,False,0,8,0,0,0,1,0,0,0.0,0,27,0.0,False,92
50,Defacement,0,0.0,0,0,-4.006198332810094,php,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,40
51,Defacement,6907,0.26639640943969883,0,0,-4.596112791857755,php?option=com_content&view=article&id=93&Itemid=98&lang=pt,True,False,0,4,4,22,4,7,0,0,0.7392500361951643,5106,1840,2.775,False,90
52,Defacement,0,0.0,0,0,-4.732400926004609,php?option=com_content&view=category&id=56:90-territoire-de-belfort&Itemid=110&layout=default,True,False,0,7,0,0,4,0,0,0,0.0,0,0,0.0,False,137
53,Defacement,0,0.0,0,0,-4.30995010083144,html,True,False,0,4,0,0,0,0,0,0,0.0,0,0,0.0,False,61
54,Defacement,0,0.0,0,0,-4.571486446094691,php?option=com_cookbook&Itemid=2&func=viewcategory&id=9,True,False,0,3,0,0,3,0,0,0,0.0,0,0,0.0,False,82
55,Defacement,6853,0.26455566905005107,0,0,-4.181252675659274,html,True,False,0,0,1,21,0,2,0,0,0.7746972128994601,5309,1813,2.928295642581357,False,62
56,Defacement,0,0.0,0,0,-4.516159539826386,php?option=com_content&view=article&id=5&Itemid=10,True,False,0,3,0,0,3,0,0,0,0.0,0,0,0.0,False,80
57,Defacement,0,0.0,0,0,-4.535411921386642,php?option=com_content&view=article&id=55&Itemid=58,True,False,0,4,0,0,3,0,0,0,0.0,0,0,0.0,False,87
58,Defacement,25,0.16,0,0,-4.500377547641746,aspx?lm=010102&pg=0,True,False,0,7,0,0,1,0,0,0,0.0,0,4,0.0,False,51
59,Defacement,762,0.18503937007874016,0,0,-4.616903158008426,php?option=com_content&view=article&id=155&Itemid=246,True,False,0,6,0,2,3,2,0,0,0.0,0,141,0.0,False,91
60,Defacement,236,0.1483050847457627,0,0,-4.272374384710772,html,True,False,0,0,0,0,0,1,0,0,0.0,0,35,0.0,False,49
61,Defacement,5431,0.2583317989320567,0,0,-4.36941433085809,html,True,False,0,2,8,31,0,11,0,0,0.49346345056159086,2680,1403,1.910192444761226,False,71
62,Defacement,47796,0.29481546572934975,0,0,-4.211280030392885,php,True,False,0,2,18,123,0,14,0,0,0.8275169470248557,39552,14091,2.806898020012774,False,69
63,Defacement,13710,0.26440554339897887,0,0,-4.461035325740534,php?option=com_content&view=article&id=52&Itemid=58,True,False,0,4,20,90,3,14,0,0,0.7077315827862873,9703,3625,2.6766896551724138,False,86
64,Defacement,818,0.3092909535452323,0,0,-3.9497340879408434,jpg,True,False,0,0,1,0,0,2,0,0,0.0,0,253,0.0,False,35
65,Defacement,584,0.1678082191780822,0,0,-4.444569409183455,php?option=com_phocadownload&view=sections&Itemid=72,True,False,0,2,0,1,2,0,0,0,0.0,0,98,0.0,False,83
66,Defacement,684,0.2309941520467836,0,0,-4.560558220217478,php?view=article&id=1:test-page&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=3&lang=en,True,False,0,3,0,3,8,1,0,0,0.0,0,158,0.0,False,138
67,Defacement,0,0.0,0,0,-4.53587534437017,eu,True,False,0,7,0,0,0,0,0,0,0.0,0,0,0.0,False,112
68,Defacement,0,0.0,0,0,-4.5866296689736625,php?option=com_content&view=article&id=29&Itemid=16,True,False,0,4,0,0,3,0,0,0,0.0,0,0,0.0,False,91
69,Defacement,3637,0.344514709925763,0,0,-4.316565630242718,php,True,False,0,14,1,9,0,2,0,0,0.9045916964531207,3290,1253,2.625698324022346,False,50
70,Defacement,0,0.0,0,0,-4.64732749862093,php?option=com_content&view=article&id=62:objekt2&catid=3,True,False,0,6,0,0,3,0,0,0,0.0,0,0,0.0,False,83
71,Defacement,39467,0.22928015810677274,0,0,-4.672058821336858,browse&category_id=26&Itemid=2&TreeId=21,True,False,0,5,36,126,4,9,0,0,0.3777079585476474,14907,9049,1.6473643496518953,False,116
72,Defacement,4963,0.31190812008865604,0,0,-4.321706775072996,php,True,False,0,0,6,12,0,3,0,0,0.8883739673584525,4409,1548,2.848191214470284,False,53
73,Defacement,0,0.0,0,0,-4.438657967507204,php?option=com_content&view=article&id=19:cctoo&catid=2:doc,True,False,0,3,0,0,3,0,0,0,0.0,0,0,0.0,False,97
74,Defacement,0,0.0,0,0,-4.046209000835486,php,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,47
75,Defacement,0,0.0,0,0,-4.6557747629866,browse&category_id=29&Itemid=53&pop=1&tmpl=component,True,False,0,6,0,0,5,0,0,0,0.0,0,0,0.0,False,116
76,Defacement,0,0.0,0,0,-4.713889454638294,php?option=com_content&view=category&layout=blog&id=34&Itemid=61,True,False,0,4,0,0,4,0,0,0,0.0,0,0,0.0,False,94
77,Defacement,8441,0.2267503850254709,0,0,-4.045980358012783,html,True,False,0,0,6,49,0,15,0,0,0.3541049638668404,2989,1914,1.5616509926854754,False,41
78,Defacement,2907,0.2893016855865153,0,0,-4.401356363186553,lt,True,False,0,3,0,0,0,0,0,0,1.000687994496044,2909,841,3.4589774078478004,False,98
79,Defacement,34869,0.23737417190054202,0,0,-4.421103732749,html,True,False,0,0,0,5,0,2,0,0,0.08603630732168975,3000,8277,0.3624501631025734,False,63
80,Defacement,19558,0.2636261376418857,0,0,-4.28226822961739,html,True,False,0,0,45,59,0,34,0,0,0.7199100112485939,14080,5156,2.730799069045772,False,48
81,Defacement,0,0.0,0,0,-4.230167946706388,html,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,60
82,Defacement,0,0.0,0,0,-4.643603340890961,html?tmpl=component,True,False,0,8,0,0,0,0,0,0,0.0,0,0,0.0,False,87
83,Defacement,15156,0.2931512272367379,0,0,-4.246464801289886,html,True,False,0,0,9,42,0,11,0,0,0.7917656373713381,12000,4443,2.700877785280216,False,92
84,Defacement,0,0.0,0,0,-4.132481466909275,html,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,49
85,Defacement,202,0.21782178217821782,0,0,-4.274535576718849,html,True,False,0,2,0,0,0,1,0,0,0.3564356435643564,72,44,1.6363636363636365,False,62
86,Defacement,6505,0.16879323597232898,0,0,-4.8266494930206,2010&id=44:p5180034&tmpl=component&phocadownload=1&Itemid=93,True,False,0,21,2,2,6,0,0,0,0.0,0,1098,0.0,False,141
87,Defacement,95,0.2736842105263158,0,0,-4.48576879727937,html,True,False,0,0,1,9,0,1,0,0,0.0,0,26,0.0,False,89
