,entropy,numDigits,urlLength,numParams,hasHttp,hasHttps,urlIsLive,bodyLength,numTitles,numImages,numLinks,scriptLength,specialChars,ext,dsr,dse,sscr,sbr,bscr,num_%20,num_@,has_ip,File
0,-5.164845139643716,45,294,5,True,False,False,83,1,0,0,0,17,com,3922,95,0.0,0.0,0.20481927710843373,0,0,0,phishing_dataset
1,-4.914993339310258,48,292,5,True,False,False,107,1,0,0,0,18,com,8957,172,0.0,0.0,0.16822429906542055,0,0,0,phishing_dataset
2,-4.952511271387292,79,288,0,True,False,False,25782,0,0,0,25769,7726,138,0,0,3.335361118301838,0.9994957722442014,0.299666433946164,0,0,0,phishing_dataset
3,-4.746902930795752,11,287,3,True,False,False,9227,0,0,18,7066,2541,,5104,374,2.7807949626131445,0.765796033380297,0.2753874498753658,2,0,0,phishing_dataset
4,-4.923671122086792,69,286,0,True,False,False,25782,0,0,0,25769,7726,it,0,0,3.335361118301838,0.9994957722442014,0.299666433946164,0,0,0,phishing_dataset
5,-5.014584945670468,84,284,1,True,False,False,0,0,0,0,0,0,html?cmd=_Inf&ditch=5d813c0db1fb6947b0aeae66fdb885d8135885d813c0db1fb6947b0aeae66fdb885d813c0db1fb6947b0aeae66fdb885d813c0db1fb6947b0aeae66fdbfb2119927117e3a6f86e0fd3465,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
6,-5.383321188485932,54,283,3,True,False,False,0,0,0,0,0,0,htm?securelogin=yes?ssl_encryptlink=yes&amp;source=bankofamericaEMAILdefaultaspx?refererident=341348B3767313d1683678CADD124HJ8S748FGHHJC1AjkCB&amp;cookieid=43562714&amp;nocachelocal,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
7,-5.635445706783213,54,279,0,True,False,False,392,3,0,1,28,81,php?6L72C6FGSXHGY2H5R9Z8488893PKNYMSJTUVYABR9T97VPANY0U2H30P6Z0SXWLHQFDOQPGYIO5EDF2BPWD8ZNW5M7WJ4H2TXEIN4YLMNQ2273CVZQ4YD1317ZJAGL4EZL24KNQ8DR9KULFTCJSQJVQPUAZBV4PVPRZ0,4739,8,0.345679012345679,0.07142857142857142,0.2066326530612245,1,0,0,phishing_dataset
8,-5.435978720036836,16,278,11,False,True,False,1046,0,0,1,484,258,com%2Ftestimonials%2F&amp;ei=YDTeT6iwEYa58gOQzbTNCw&amp;usg=AFQjCNFvCHm-vR4Tw-9tLAmt1uLbKGczGA&amp;sig2=ba7yVjCgDBQCuFPZsxczPQ,0,0,1.875968992248062,0.4627151051625239,0.24665391969407266,0,0,0,phishing_dataset
9,-5.194408685905456,15,277,6,True,False,False,231301,3,7,96,192114,67044,Abbeycom&amp;canal=CABBEYCOM&amp;cid=1237889419188&amp;empr=Abbeycom&amp;launch=NO&amp;leng=en_GB&amp;pagename=Abbeycom%2FPage%2FWC_ACOM_ViewSelector,6488,86,2.865491319133703,0.8305800666663784,0.28985607498454397,0,0,0,phishing_dataset
10,-5.728980582504367,39,276,0,True,False,False,0,0,0,0,0,0,php?O2UWQQ28TUW5JTUOZA54XSNKUUSTAW9ZX4VOTWVNQRSALMYLW4PUVDEQ97KI4TH1XDOR0KE1C7AYT0KPC0J9MXZU5JD8DU9A8X2HHGHUNSSG2D7EMPN0NM4S7GZJB9UI6V1NCHI10AHBONPACCJ1ZNS64SPF1JY7FYUS,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
11,-5.743903931962535,47,276,0,True,False,False,0,0,0,0,0,0,php?Q2C6ACZJRPT3G7W1D8E8L6B45HLGQI8GJJMTWLDOA8QRDNRRU7YGBAKGR6XIN5Y8OK2K7F9HMZ9ZMZRH7PXH1IYSNVAB19JPTK01ZIHLIPL5PCMV3KD33BUQ8529DLX86886PPR9FDC5QZ1SJDVLPQBWVD50Y3G50OAZ,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
12,-5.3328495521963655,38,318,4,True,False,False,0,0,0,0,0,0,com,5164,314,0.0,0.0,0.0,0,0,0,phishing_dataset
13,-5.619994788920765,43,275,0,True,False,False,0,0,0,0,0,0,php?3V2I12T7A9A0VVVZIDJWBTK7WC1931K6WLNWNG4YPE8K03JSG4OSW0YTLY2NZMTV9GSVXVUMA27J5QBLU1DQ0BJU0LI98B5FSWBQS6C38JMCAYX5YAU8LE2VZK58V0MO6YEY4R2BBNNLMKPKVKSGZUCZEH7AQTYWSCUW,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
14,-5.646046310740992,41,275,0,True,False,False,0,0,0,0,0,0,php?BF1YY7CR2A3RIXZYNBPQH9AHFNEO7F2IU3GT9TLA4N2ML2K0CAZUI0BXWQM46OL1Q2UYVF9Y4ALOB6XOFWJY7UW4LI7R7RSWTMVO34N6E9TQERETOXSUSOXE856DWXAQJ6EM03RNBLDPDSI2QBVJZTX8Y3KUZUKJ1Z60,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
15,-5.616624753670421,32,275,0,True,False,False,0,0,0,0,0,0,php?E7PHUBEN3XOLWUMXH0Y3J1CYZN37G24U8TC25QP8NETK9FHQPGT0G68GTAM0BQ5JJHKO8AWVOPGW5YNTFG4VMACFKYPVOUE9BZXJATFYIVVNUJH0ZK6MUH3FFRB5LQDWPAGZ4VYMQU0KDQUDAZZ6G2LWTW2EMEBCPRCT,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
16,-5.625131710727585,41,275,0,True,False,False,0,0,0,0,0,0,php?HWVXHDR49R4Q92BW3FJFAZSODDFN9MRPINNZ2E4A771F9CBARVP2UHQ9V6V4RNTAAG0BVDM2JMGRYS3PNRRI0HQ5NL9E92OJIYVDBHEV5VN3NPSBGKTQ3KUP635E5TXMSS15AFZEANHYCA0TU4JWNELSHQ8MJ50BX0F8,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
17,-5.621508211009952,38,275,0,True,False,False,0,0,0,0,0,0,php?JSARV9AWM8AKRSCKESFWULV82RE2MAU635XXC9UYF5J8XVRBO88JS4RTU6UGGOLITIG6RA47FMECI6N8DVQ6ZHYTNTA4IWMBF4G7EKDT8R7PXUWAPNFO6EIS9TWRPJ35MJB15OUBG12DUXNKL40QISIRLFIBYKFL5RM9,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
18,-5.651889570783823,50,275,0,True,False,False,0,0,0,0,0,0,php?QM6WFZJ8CUYQR02D5478FSNIEQASRN7I0CEOBYVOTUEK4GX9J4GZW5HBUS4LF04OMIDXH0LA41V8HSG2WW1T1I6VB9HQILF64S3L3OV7PQD7JU8GQ9ARRFN3O5T8P9CT2FE44AAS2OZKI820FB18RO0GS3NIB1CCFQGJ,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
19,-5.63424590165795,45,275,0,True,False,False,0,0,0,0,0,0,php?TJE65WQETO01K9UJJ5F0279LQRIZ6D6YXJ42GUF0JPA4X5MH93RA01VZREZWR5VOOZP5T6ECUOGSS4A273CG38GUMFRDKM30MSEGYSTTHAL0DWBKZN12VHWHWNVGAXQWQ5COX7HEG4NU1ZEZMF1HWXZSKV0UTZRJ5582,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
20,-5.597450103656298,44,275,0,True,False,False,0,0,0,0,0,0,php?Y05BHLIVDQYEDXWQSTD8IA91MV6B8BL7KQH3C1XQRW55T1VLU9TCJ2C6XIH5T3AETSG6TEWKA2P43KPWSI9BKLHH5YLX1WCUPS1I7W3HXRKZBAV5S5GCQXTUVFSWB5R1WRJ4NLKKD6KOFFT8K0KA8D53SWZ52Q5YIO26,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
21,-5.442410358216132,19,274,11,True,False,False,1046,0,0,1,484,258,com%2Fimages%2F&amp;ei=AklBUOjCDInJhAfLnIDIBA&amp;usg=AFQjCNHobEFMredlaO7QQeyh4qysM1JQQg&amp;sig2=gDC8Afj91BPxzYGjP8H4DA,0,0,1.875968992248062,0.4627151051625239,0.24665391969407266,0,0,0,phishing_dataset
22,-5.127830733265344,13,273,6,True,False,False,231301,3,7,96,192114,67044,Abbeycom&amp;canal=CABBEYCOM&amp;cid=1237889419188&amp;empr=Abbeycom&amp;launch=NO&amp;leng=en_GB&amp;pagename=Abbeycom,6488,86,2.865491319133703,0.8305800666663784,0.28985607498454397,0,0,0,phishing_dataset
23,-5.657087343238915,62,272,0,True,False,False,0,0,0,0,0,0,aspx,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
24,-5.133322449858804,50,272,0,True,False,False,0,0,0,0,0,0,php?5ejfws7wjiqyohfvb5ocgabq62qq7p2b4lq1dnv45azgensux5k46btc1vn4ge4ta1qqnlusvt9ah26f7qic2bo27b6nq9g107rwsloofxywz4c6tuiu78wdi210ah0jn2fgn55333z27b8z7pudwqqfsro39ymw,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
25,-5.081175064211027,63,271,2,True,False,False,0,0,0,0,0,0,htm?id=?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6d454adc375ba2,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
26,-5.396559061711415,11,268,11,True,True,False,1046,0,0,1,484,258,com,3897,120,1.875968992248062,0.4627151051625239,0.24665391969407266,0,0,0,phishing_dataset
27,-5.9190572530843175,29,267,1,True,False,False,0,0,0,0,0,0,,5594,2440,0.0,0.0,0.0,0,0,0,phishing_dataset
28,-4.617637926034622,91,266,1,True,False,False,414,0,1,0,3,130,htm,0,0,0.023076923076923078,0.007246376811594203,0.3140096618357488,0,0,0,phishing_dataset
29,-5.397478969329328,14,264,11,True,False,False,1046,0,0,1,484,258,com,0,0,1.875968992248062,0.4627151051625239,0.24665391969407266,0,0,0,phishing_dataset
30,-4.9924360674552695,25,264,0,True,False,False,1297,3,2,8,432,324,htm,7596,438,1.3333333333333333,0.3330763299922899,0.24980724749421743,0,0,0,phishing_dataset
31,-4.934250373887882,85,263,1,True,False,False,164,1,0,0,0,28,php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e51c6688d5daf573bd58b8375a5b40ab241c6688d5daf573bd58b8375a5b40ab24,4640,0,0.0,0.0,0.17073170731707318,0,0,0,phishing_dataset
32,-4.97456252553036,93,262,1,True,False,False,0,0,0,0,0,0,htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43659f88b57187fd8862aee581eadf53c3e09f88b57187fd8862aee581eadf53c3e0,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
33,-4.922343677255461,91,262,1,True,False,False,414,0,1,0,3,130,htm,0,0,0.023076923076923078,0.007246376811594203,0.3140096618357488,0,0,0,phishing_dataset
34,-4.898398644767014,88,261,0,True,False,False,766,1,1,0,382,247,php?cmd=_logindispatch=5885d80a13c0db,0,0,1.5465587044534412,0.49869451697127937,0.3224543080939948,0,0,0,phishing_dataset
35,-5.253752453870219,88,261,5,True,False,False,0,0,0,0,0,0,html,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
36,-4.871197328517473,82,261,0,True,False,False,0,0,0,0,0,0,3d124a28b9f8e849e24dbe863,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
37,-4.965603665458428,93,260,2,False,True,False,0,0,0,0,0,0,php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e56c4a832153dab39d6763fe2b7a2114c06c4a832153dab39d6763fe2b7a2114c0,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
38,-4.355637408907554,83,259,1,True,False,False,0,0,0,0,0,0,mx,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
39,-4.920627997654366,97,259,1,True,False,False,0,0,0,0,0,0,htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43656168e67600f957a2d0fda05b27e4b7b46168e67600f957a2d0fda05b27e4b7b4,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
40,-4.4698573511752935,127,259,0,True,False,False,0,0,0,0,0,0,htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0d5cca9da5bbd3cf815b0e20b6a6d91b7d5cca9da5bbd3cf815b0e20b6a6d91b7,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
41,-4.903287719280005,90,257,0,True,False,False,766,1,1,0,382,247,php?cmd=_logindispatch=5885d80a13,0,0,1.5465587044534412,0.49869451697127937,0.3224543080939948,0,0,0,phishing_dataset
42,-5.0705006451618,48,256,5,True,False,False,107,1,0,0,0,18,com,8957,172,0.0,0.0,0.16822429906542055,0,0,0,phishing_dataset
43,-4.910864355082945,95,255,1,True,False,False,0,0,0,0,0,0,htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43656168e67600f957a2d0fda05b27e4b7b46168e67600f957a2d0fda05b27e4,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
44,-4.979510954062546,107,255,0,True,False,False,0,0,0,0,0,0,html?cmd=2615d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625t28d36121s1cd82730257d4ffad785277a59c2209,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
45,-4.927362027057292,86,254,2,False,True,False,0,0,0,0,0,0,php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e553f4fadaf2e8aadda61f2620b71b334553f4fadaf2e8aadda61f2620b71b3345,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
46,-5.258754036088904,47,254,0,True,False,False,1759,0,0,1,1588,578,php,8418,346,2.7474048442906573,0.9027856736782263,0.328595793064241,0,0,0,phishing_dataset
47,-4.710970871055357,6,254,13,True,False,False,2619,9,7,114,641,598,html?amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;pUserId=&amp;ru=&amp;runame=%5C&amp;siteid=0&amp;UsingSSL=&amp;bshowgif=,4539,573,1.0719063545150502,0.24474990454371898,0.22833142420771288,0,0,0,phishing_dataset
48,-4.948664499576212,92,253,2,True,False,False,0,0,0,0,0,0,php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e575c479b41b6158af0f584e8ac5b87a4c75c479b41b6158af0f584e8ac5b87a4c,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
49,-4.823303552323953,23,252,13,True,False,False,0,0,0,0,0,0,html?cmd=SignIn&amp;co_partnerId=2&amp;pUserId=&amp;siteid=0&amp;pageType=&amp;pa1=&amp;i1=&amp;bshowgif=&amp;UsingSSL=&amp;ru=&amp;pp=&amp;pa2=&amp;errmsg=&amp;runame=,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
50,-4.893512983873398,29,252,13,True,False,False,0,0,0,0,0,0,html?cmd=SignIn&amp;co_partnerId=2&amp;pUserId=&amp;siteid=0&amp;pageType=&amp;pa1=&amp;i1=&amp;bshowgif=&amp;UsingSSL=&amp;ru=&amp;pp=&amp;pa2=&amp;errmsg=&amp;runame=,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
51,-5.487926787694384,13,252,11,False,True,False,1046,0,0,1,484,258,ge%2F&amp;ei=IDeoUIPUI-ik0AWa1oCIDg&amp;usg=AFQjCNE1H_KILEGlt8o_ewzUszZUJfMV9A&amp;sig2=Ygg8NBvIiOWFfiziSKFJKA,0,0,1.875968992248062,0.4627151051625239,0.24665391969407266,0,0,0,phishing_dataset
52,-4.961410035610977,85,252,1,True,False,False,3760,1,1,13,3153,1009,htm?cmd=_processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365c34b436e20300f729f081c8bf10d1414c34b436e20300f729f081c8bf10d1414,0,0,3.1248761149653124,0.8385638297872341,0.26835106382978724,0,0,0,phishing_dataset
53,-4.936969619791993,39,251,1,True,False,False,0,0,0,0,0,0,php&amp;sendparam=%26recom_man%3Dkr02%26recom_2%3Djuncheng%26openerstr%3Dkr02%26material_id%3D148-onepw%26plat%3Dyw%26game%3Dtlcs%26district%3D0%26sip%,3974,773,0.0,0.0,0.0,0,0,0,phishing_dataset
54,-4.833251971537094,11,250,0,True,False,False,33,1,0,0,0,6,php?zxjyb3iubm9vc2vybmftzq==zxjyb3iubm9vc,0,0,0.0,0.0,0.18181818181818182,0,0,0,phishing_dataset
55,-4.728239153210202,6,250,13,True,False,False,2619,9,7,114,641,598,html?UsingSSL=&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pUserId=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;ru=&amp;runame=%5C&amp;siteid=0,4539,573,1.0719063545150502,0.24474990454371898,0.22833142420771288,0,0,0,phishing_dataset
56,-4.699611019280555,5,249,13,True,False,False,130,1,0,0,0,28,htm?cmd=SignIn&amp;co_partnerId=2&amp;pUserId=&amp;siteid=0&amp;pageType=&amp;pa1=&amp;i1=&amp;bshowgif=&amp;UsingSSL=&amp;ru=&amp;pp=&amp;pa2=&amp;errmsg=&amp;runame=,0,0,0.0,0.0,0.2153846153846154,0,0,0,phishing_dataset
57,-4.78164373900221,97,248,1,True,False,False,0,0,0,0,0,0,php?cmd=_Processing&amp;dispatchX85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365aea49e3373cbf7bc336d49d99e495a6caea49e3373cbf7bc336d49d99e495a6c,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
58,-4.933337360341295,73,248,1,True,False,False,3760,1,1,13,3153,1009,php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc2ffc2fe8ec1746874bc36862db9aa84c2ffc2fe8ec1746874bc36862db9aa84c,0,0,3.1248761149653124,0.8385638297872341,0.26835106382978724,0,0,0,phishing_dataset
59,-4.989541239137792,83,248,1,True,False,False,3760,1,1,13,3153,1009,htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365e326f75a36485b741d9a2362942fdd8ce326f75a36485b741d9a2362942fdd8c,0,0,3.1248761149653124,0.8385638297872341,0.26835106382978724,0,0,0,phishing_dataset
60,-4.92973923761353,91,247,2,False,True,False,0,0,0,0,0,0,php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e575c479b41b6158af0f584e8ac5b87a4c75c479b41b6158af0f584e8ac5b87a4c,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
61,-4.802393427366308,9,247,0,True,False,False,33,1,0,0,0,6,in,0,0,0.0,0.0,0.18181818181818182,0,0,0,phishing_dataset
62,-4.671499689629329,5,247,13,True,False,False,2619,9,7,114,641,598,html?UsingSSL=&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pUserId=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;ru=&amp;runame=&amp;siteid=0,4539,573,1.0719063545150502,0.24474990454371898,0.22833142420771288,0,0,0,phishing_dataset
63,-4.92480718008299,91,246,2,True,False,False,0,0,0,0,0,0,php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e575c479b41b6158af0f584e8ac5b87a4c75c479b41b6158af0f584e8ac5b87a4c,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
64,-4.927100478234028,92,246,2,False,True,False,0,0,0,0,0,0,php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e575c479b41b6158af0f584e8ac5b87a4c75c479b41b6158af0f584e8ac5b87a4c,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
65,-4.921408382724145,92,246,2,False,True,False,0,0,0,0,0,0,php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e575c479b41b6158af0f584e8ac5b87a4c75c479b41b6158af0f584e8ac5b87a4c,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
66,-4.75882254443023,99,246,1,True,False,False,0,0,0,0,0,0,php?cmd=_processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365635c603a545cb855a09b218ea45bfdd5635c603a545cb855a09b218ea45bfdd5,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
67,-4.793704738134741,99,246,1,True,False,False,0,0,0,0,0,0,php?cmd=_processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436590e26adf05e00d99957b5a203a246b1e90e26adf05e00d99957b5a203a246b1e,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
68,-4.808523729695148,100,246,1,True,False,False,0,0,0,0,0,0,php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43655a4e1972cc55b7922a2ee7a74b58e8895a4e1972cc55b7922a2ee7a74b58e889,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
